date,strategy_return,spy_return
2008-07-31,-0.07133578064794865,-0.012073676589498539
2008-08-31,-0.05087532523599403,0.015453814159543722
2008-09-30,-0.040041356581293264,-0.0941735900267382
2008-10-31,-0.11319411493795373,-0.16518668948715387
2008-11-30,0.09700366868324384,-0.06960627438066536
2008-12-31,0.0934821538919326,0.009796577635244219
2009-01-31,-0.045156836344715345,-0.08211486525644751
2009-02-28,-0.002196550805620201,-0.1074491978461064
2009-03-31,0.010569038755530169,0.08331145115884486
2009-04-30,-0.03662772365391587,0.0993456785681468
2009-05-31,0.08041157373373253,0.05845356004270963
2009-06-30,0.0010065169777939698,-0.0006547880732493683
2009-07-31,0.0953722514089348,0.07460546305508853
2009-08-31,0.015939262595995984,0.03693965427144086
2009-09-30,0.06641496194114493,0.035457322303174665
2009-10-31,-0.03549469222458468,-0.019225593450140743
2009-11-30,0.08595786745555167,0.061607030141541674
2009-12-31,-0.017523107455129416,0.019101074015890118
2010-01-31,-0.05340988624821619,-0.03634264911988816
2010-02-28,0.04424079452789509,0.03119471884485847
2010-03-31,0.08169352244288786,0.06087956650522064
2010-04-30,0.050537216885997216,0.015470592273910011
2010-05-31,-0.06732797711531369,-0.0794546771855692
2010-06-30,-0.008517092490798461,-0.05174173470286392
2010-07-31,-0.01818865744251852,0.06830113342587807
2010-08-31,0.05830442566716276,-0.044980690084587605
2010-09-30,-0.005172455986050206,0.08955526754090948
2010-10-31,0.03514753375674551,0.0382017879786507
2010-11-30,-0.002732055354771501,6.661338147750939e-16
2010-12-31,0.05883147671056732,0.06685210445033762
2011-01-31,0.02203356106708232,0.023300348047349928
2011-02-28,0.04487956089024103,0.03473770458338099
2011-03-31,0.017856887172773117,0.00012010235582060602
2011-04-30,0.04398420187070817,0.02896114376114256
2011-05-31,-0.024230390756591502,-0.011214791337183172
2011-06-30,-0.02182628883644333,-0.01686942208010045
2011-07-31,0.048536371074484164,-0.02000464571388494
2011-08-31,0.07983060405311293,-0.05497590362833871
2011-09-30,0.011174679559197598,-0.06942049187769217
2011-10-31,0.00274335186840724,0.109147293294239
2011-11-30,0.01498507364662971,-0.004063972806265581
2011-12-31,0.013137504114105747,0.010448231809109032
2012-01-31,0.031009892607730682,0.046374734515431504
2012-02-29,-0.012132743912195654,0.0434055489138645
2012-03-31,0.003668608088680525,0.03216394931457289
2012-04-30,-0.010370252231018173,-0.006675818744966366
2012-05-31,-0.06006772326184329,-0.06005570512701819
2012-06-30,-0.01709183512912682,0.04058105028748327
2012-07-31,0.024297002909512866,0.01182935776747951
2012-08-31,-0.004678357916309772,0.025052513674321375
2012-09-30,0.013184307671744389,0.02535151251051837
2012-10-31,-0.03868606544383957,-0.018198710513335326
2012-11-30,0.008364702537712043,0.005660206753985708
2012-12-31,0.02864317035597086,0.008933973944050377
2013-01-31,0.021720286567824543,0.05119050911762324
2013-02-28,0.0020370928571549207,0.012759018045589432
2013-03-31,0.035585068745213944,0.03797073555012953
2013-04-30,0.027432188102795907,0.019212656532083372
2013-05-31,-0.046321988351955445,0.023609501686068457
2013-06-30,-0.015888865878283864,-0.013344552881875416
2013-07-31,0.06277845205514909,0.05167671618556602
2013-08-31,-0.021878145044726516,-0.029992157903042216
2013-09-30,0.05832670126908579,0.03164598394038909
2013-10-31,0.03550670927956889,0.046307246695659554
2013-11-30,0.010928527759540785,0.02963786818565728
2013-12-31,0.019703265245224255,0.025926141750917564
2014-01-31,-0.03035538367329549,-0.03524820845018839
2014-02-28,0.022525611496488684,0.04551564536889052
2014-03-31,-0.024851110781451302,0.00829590385134682
2014-04-30,0.028865025149283907,0.006951042601243351
2014-05-31,0.02929197343055323,0.023206924786478345
2014-06-30,0.01368472087304795,0.020644514227146304
2014-07-31,0.0020755587096914496,-0.013437555570281035
2014-08-31,0.036318868531548976,0.03946365070783475
2014-09-30,-0.03014549150105872,-0.013796436546609891
2014-10-31,0.01391566813940548,0.02355099158968632
2014-11-30,0.02832502161768291,0.027471987468704606
2014-12-31,-0.0019094745211986064,-0.002536550486767153
2015-01-31,0.0403972601707312,-0.02962939861869973
2015-02-28,-0.04680379877803009,0.05620479796920308
2015-03-31,0.011514439525735387,-0.015705840772312074
2015-04-30,-0.011060657463320633,0.009833690537376372
2015-05-31,-0.014999965112982294,0.012856574078100813
2015-06-30,-0.018739575296504052,-0.020312022163637478
2015-07-31,0.01825516513725578,0.02258884103962222
2015-08-31,-0.0640010727090291,-0.06094990296617231
2015-09-30,-0.02001327490082616,-0.025515909529014835
2015-10-31,-0.0063693508055251424,0.08505977076014704
